"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","SchoolYear","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"324","10X009","P.S. 9 RYER AVENUE ELEMENTARY SCHOOL",2015,397,289,"44.8","35","14.6","5.5","20.2","2015","P.S. 9 Ryer Avenue Elementary School",867,1,"P.S. 9 Ryer Avenue Elementary School",1,0,0,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BRONX",10458,40.857067,-73.898936,5,15,38301,2013561,2031500010,"Fordham South",NA,NA,NA,NA,2
"325","10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING",2015,343,310,"23.6","33.2","23","20.1","43.1","2015","P.S. X015 Institute for Environmental Learning",523,2,"P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION",3,2,2,4,1,"4C","501-750","0.48","2.19","3.69","1.29","1","BRONX",10453,40.85881,-73.909746,7,14,255,2096013,2032240009,"Kingsbridge Heights","6C","1001-1250",2096013,2032240009,12
"326","10X020","PS/MS 20 P.O.GEORGE J. WERDANN, III",2015,634,288,"45.6","36.6","13.9","3.9","17.8","2015","PS/MS 20 P.O.George J. Werdann, III",1110,1,"PS/MS 20 P.O.George J. Werdann, III",0,0,1,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10467,40.870002,-73.878875,7,11,425,2086851,2033300001,"Norwood",NA,NA,NA,NA,1
"327","10X023","P.S. 023 THE NEW CHILDREN'S SCHOOL",2015,258,277,"58.1","34.5","6.2","1.2","7.4","2015","P.S. 023 The New Children's School",568,1,"P.S. 023 The New Children's School",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10457,40.85294,-73.894742,6,15,395,2090472,2030370079,"Claremont-Bathgate",NA,NA,NA,NA,0
"328","10X024","P.S. 024 SPUYTEN DUYVIL",2015,413,320,"15","28.8","29.5","26.6","56.2","2015","P.S. 024 Spuyten Duyvil",977,1,"P.S. 024 Spuyten Duyvil",0,0,3,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BRONX",10463,40.887111,-73.913697,8,11,309,2085869,2059170140,"North Riverdale-Fieldston-Riverdale",NA,NA,NA,NA,3
"329","10X032","P.S. 032 BELMONT",2015,391,291,"41.2","36.8","17.9","4.1","22","2015","P.S. 032 Belmont",831,1,"P.S. 032 Belmont",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BRONX",10458,40.852103,-73.885935,6,15,391,2012409,2030850001,"Belmont",NA,NA,NA,NA,0
"330","10X033","P.S. 033 TIMOTHY DWIGHT",2015,469,285,"49","32.4","15.1","3.4","18.6","2015","P.S. 033 Timothy Dwight",1061,1,"P.S. 033 Timothy Dwight",0,1,1,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10468,40.86185,-73.90176,5,14,239,2014099,2031880020,"Fordham South",NA,NA,NA,NA,2
"331","10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL",2015,432,298,"33.6","39.8","17.8","8.8","26.6","2015","P.S. X037 - Multiple Intelligence School",648,1,"P.S. X037 - Multiple Intelligence School",0,1,2,0,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10463,40.880263,-73.910466,8,11,29302,2097990,2057160725,"Spuyten Duyvil-Kingsbridge",NA,NA,NA,NA,4
"332","10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45",2015,632,275,"59","35","5.2","0.8","6","2015","Thomas C. Giordano Middle School 45",716,1,"Thomas C. Giordano Middle School 45",1,1,6,0,2,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10458,40.859034,-73.886913,6,15,387,2011937,2030670001,"Belmont",NA,NA,NA,NA,10
"333","10X046","P.S. 046 EDGAR ALLAN POE",2015,619,279,"55.1","28.8","11.6","4.5","16.2","2015","P.S. 046 Edgar Allan Poe",1252,1,"P.S. 046 Edgar Allan Poe",1,1,1,1,1,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BRONX",10458,40.866827,-73.890725,7,15,40501,2094729,2032950001,"Bedford Park-Fordham North",NA,NA,NA,NA,5
"334","10X051","P.S. 051 BRONX NEW SCHOOL",2015,99,298,"38.4","31.3","22.2","8.1","30.3","2015","P.S. 051 Bronx New School",263,1,"P.S. 051 Bronx New School",0,0,0,0,0,"3C","251- 500","0.27","1.11","1.38","0.8","0.48","BRONX",10457,40.850666,-73.886996,6,15,391,2118254,2030840001,"Belmont",NA,NA,NA,NA,0
"335","10X054","P.S. / I.S. 54",2015,209,282,"52.2","36.4","10.5","1","11.5","2015","P.S. / I.S. 54",486,1,"P.S. / I.S. 54",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10458,40.864527,-73.887829,7,15,40502,2113630,2032780014,"Bedford Park-Fordham North",NA,NA,NA,NA,0
"336","10X056","P.S. 056 NORWOOD HEIGHTS",2015,356,314,"17.1","32.6","28.1","22.2","50.3","2015","P.S. 056 Norwood Heights",663,3,"P.S. 056 Norwood Heights| Bedford Park Elementary School| P469X - The Bronx School for Continuous Learners| 3177 WEBSTER AVENUE CONSOLIDATED LOCATION",0,0,0,0,0,"4C","501-750","0.46","1.65","2.77","1.17","0.75","BRONX",10467,40.872551,-73.875374,7,11,425,2098420,2033530040,"Norwood","5C","751-1000",2098420,2033530040,0
"337","10X059","P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY",2015,238,282,"50.8","31.5","15.1","2.5","17.6","2015","P.S. 059 The Community School of Technology",603,1,"P.S. 059 The Community School of Technology",1,0,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10457,40.852774,-73.893524,6,15,395,2011538,2030490037,"Claremont-Bathgate",NA,NA,NA,NA,2
"338","10X080","J.H.S. 080 THE MOSHOLU PARKWAY",2015,629,272,"64.1","30","5.1","0.8","5.9","2015","J.H.S. 080 The Mosholu Parkway",656,2,"J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION",NA,NA,NA,NA,NA,"4C","501-750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","10X081","P.S. 081 ROBERT J. CHRISTEN",2015,237,317,"10.5","36.3","27.8","25.3","53.2","2015","P.S. 081 Robert J. Christen",678,1,"P.S. 081 Robert J. Christen",0,0,2,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10471,40.903553,-73.905229,8,11,337,2084806,2058501550,"North Riverdale-Fieldston-Riverdale",NA,NA,NA,NA,2
"340","10X085","P.S. 085 GREAT EXPECTATIONS",2015,497,271,"68.4","23.3","7.8","0.4","8.2","2015","P.S. 085 Great Expectations",983,1,"P.S. 085 Great Expectations",1,4,5,4,1,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BRONX",10458,40.8591,-73.894946,5,15,38302,2011054,2030240021,"Fordham South",NA,NA,NA,NA,15
"341","10X086","P.S. 086 KINGSBRIDGE HEIGHTS",2015,887,307,"26.3","33.3","23.7","16.8","40.5","2015","P.S. 086 Kingsbridge Heights",1700,1,"P.S. 086 Kingsbridge Heights",0,2,0,2,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","BRONX",10468,40.869835,-73.89874,7,11,409,2100971,2032470070,"Van Cortlandt Village",NA,NA,NA,NA,4
"342","10X091","P.S. 091 BRONX",2015,310,294,"36.1","36.8","19.4","7.7","27.1","2015","P.S. 091 Bronx",742,1,"P.S. 091 Bronx",0,2,1,2,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10453,40.858103,-73.907972,5,14,251,2094683,2032070040,"University Heights-Morris Heights",NA,NA,NA,NA,5
"343","10X094","P.S. 094 KINGS COLLEGE SCHOOL",2015,563,280,"57","28.8","11.4","2.8","14.2","2015","P.S. 094 Kings College School",1239,1,"P.S. 094 Kings College School",0,1,0,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10467,40.880522,-73.87572,7,11,431,2018628,2033560042,"Norwood",NA,NA,NA,NA,2
"344","10X095","P.S. 095 SHEILA MENCHER",2015,754,291,"44.3","37","13.9","4.8","18.7","2015","P.S. 095 Sheila Mencher",1301,2,"P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION",0,2,5,2,0,"7C","1251-1500","0.82","2.97","5.58","1.79","1.67","BRONX",10463,40.882898,-73.891256,8,11,281,2015472,2032520182,"Van Cortlandt Village","8C","1501-1750",2015472,2032520182,9
"345","10X118","J.H.S. 118 WILLIAM W. NILES",2015,1123,297,"37","32.4","18","12.6","30.5","2015","MS 118(XW)",1194,1,"MS 118(XW)",3,10,27,5,4,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10457,40.848339,-73.89308,6,15,37504,2011995,2030690001,"East Tremont",NA,NA,NA,NA,49
"346","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)",2015,588,310,"21.3","35.4","26.2","17.2","43.4","2015","Riverdale / Kingsbridge Academy (Middle School / H",1381,1,"Riverdale / Kingsbridge Academy (Middle School / H",0,4,7,0,2,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BRONX",10463,40.888338,-73.913486,8,11,309,2085870,2059180376,"North Riverdale-Fieldston-Riverdale",NA,NA,NA,NA,13
"347","10X159","P.S. 159 LUIS MUNOZ MARIN BILING",2015,94,294,"41.5","36.2","14.9","7.4","22.3","2015","P.S. 159 Luis Munoz Marin Biling",195,1,"P.S. 159 Luis Munoz Marin Biling",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BRONX",10458,40.855639,-73.892804,6,15,385,2094616,2030380065,"Claremont-Bathgate",NA,NA,NA,NA,0
"348","10X205","P.S. 205 FIORELLO LAGUARDIA",2015,500,296,"35.8","39.6","17.2","7.4","24.6","2015","P.S. 205 Fiorello Laguardia",1032,1,"P.S. 205 Fiorello Laguardia",0,2,2,1,1,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10458,40.855263,-73.881139,6,15,393,2086808,2031150021,"Belmont",NA,NA,NA,NA,6
"349","10X206","I.S. 206 ANN MERSEREAU",2015,259,279,"57.1","37.1","5","0.8","5.8","2015","I.S. 206 Ann Mersereau",267,1,"I.S. 206 Ann Mersereau",1,3,1,1,3,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10468,40.859686,-73.906495,7,14,253,2086823,2032090001,"Kingsbridge Heights",NA,NA,NA,NA,9
"350","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",2015,204,299,"28.4","50.5","17.2","3.9","21.1","2015","Theatre Arts Production Company School",632,2,"Theatre Arts Production Company School |  The Angelo Patri Middle School |  2225 WEBSTER AVENUE CONSOLIDATED LOCATION",0,4,7,2,0,"4C","501-750","0.48","2.19","3.69","1.29","1","BRONX",10457,40.854493,-73.896717,5,15,379,2013307,2031430043,"Mount Hope","6C","1001-1250",2013307,2031430043,13
"351","10X226","P.S. 226",2015,235,287,"46","34.5","14.9","4.7","19.6","2015","P.S. 226",504,1,"P.S. 226",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10453,40.856586,-73.916198,5,14,249,2096465,2032220100,"University Heights-Morris Heights",NA,NA,NA,NA,2
"352","10X228","JONAS BRONCK ACADEMY",2015,254,307,"20.9","48.4","22.4","8.3","30.7","2015","Jonas Bronck Academy",261,1,"Jonas Bronck Academy",0,0,2,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10458,40.861668,-73.891337,6,15,38302,2116415,2030337501,"Fordham South",NA,NA,NA,NA,2
"353","10X243","WEST BRONX ACADEMY FOR THE FUTURE",2015,219,288,"43.4","44.7","9.1","2.7","11.9","2015","West Bronx Academy for the Future",599,7,"West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION",3,11,19,10,4,"4C","501-750","3.33","12","34.5","6.42","7.17","BRONX",10458,40.860043,-73.888267,6,15,387,2011810,2030590001,"Belmont","11C","2501-3000",2011810,2030590001,47
"354","10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM",2015,697,296,"35.6","41.8","16.1","6.6","22.7","2015","The New School for Leadership and Journalism",773,2,"The Marie Curie School for Medicine, Nursing, and |  The New School for Leadership and Journalism |  120 WEST 231 STREET CONSOLIDATED LOCATION",0,2,6,2,0,"5C","751-1000","0.89","3.22","5.07","2.18","1.64","BRONX",10463,40.875911,-73.901099,8,14,273,2015547,2032530141,"Van Cortlandt Village","7C","1251-1500",2015547,2032530141,10
"355","10X246","P.S. 246 POE CENTER",2015,341,284,"49.9","32.3","14.1","3.8","17.9","2015","P.S. 246 Poe Center",756,1,"P.S. 246 Poe Center",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BRONX",10468,40.865593,-73.894758,7,14,401,2013830,2031680027,"Bedford Park-Fordham North",NA,NA,NA,NA,0
"356","10X254","I.S. 254",2015,468,283,"51.1","35.3","10.3","3.4","13.7","2015","I.S. 254",493,1,"I.S. 254",0,2,0,0,2,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10458,40.858815,-73.890232,6,15,387,2103863,2030580003,"Belmont",NA,NA,NA,NA,4
"357","10X279","P.S. 279 CAPTAIN MANUEL RIVERA, JR.",2015,686,287,"45.3","38.5","12","4.2","16.2","2015","P.S. 279 Captain Manuel Rivera, Jr.",1082,1,"P.S. 279 Captain Manuel Rivera, Jr.",0,1,1,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10453,40.854432,-73.905566,5,14,241,2103867,2031780014,"Mount Hope",NA,NA,NA,NA,3
"358","10X280","P.S./M.S. 280 MOSHOLU PARKWAY",2015,584,302,"28.1","38.5","24","9.4","33.4","2015","P.S./M.S. 280 Mosholu Parkway",878,2,"J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION",3,9,4,4,5,"5C","751-1000","0.82","2.97","5.58","1.79","1.67","BRONX",10467,40.877202,-73.881773,7,11,419,2018046,2033360035,"Norwood","8C","1501-1750",2018046,2033360035,25
"359","10X291","P.S. 291",2015,340,304,"28.2","38.8","22.1","10.9","32.9","2015","P.S. 291",695,2,"P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION",3,2,2,4,1,"4C","501-750","0.48","2.19","3.69","1.29","1","BRONX",10453,40.85881,-73.909746,7,14,255,2096013,2032240009,"Kingsbridge Heights","6C","1001-1250",2096013,2032240009,12
"360","10X306","P.S. 306",2015,359,285,"49","33.1","13.6","4.2","17.8","2015","P.S. 306",756,2,"P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION",1,4,0,5,0,"5C","751-1000","0.48","2.19","3.69","1.29","1","BRONX",10453,40.851823,-73.91118,5,14,217,2098721,2028620014,"University Heights-Morris Heights","6C","1001-1250",2098721,2028620014,10
"361","10X307","LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY",2015,178,292,"42.1","34.3","15.7","7.9","23.6","2015","Luisa Pineiro Fuentes School of Science and Discov",409,1,"Luisa Pineiro Fuentes School of Science and Discov",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10468,40.869296,-73.901525,8,14,26701,2115783,2032480062,"Van Cortlandt Village","2C","1-250",2079386,2055310021,0
"362","10X308","BRONX DANCE ACADEMY SCHOOL",2015,237,304,"27.4","43.9","23.2","5.5","28.7","2015","Bronx Dance Academy School",268,1,"Bronx Dance Academy School",0,0,0,0,0,"3C","251- 500","0.27","1.11","1.38","0.8","0.48","BRONX",10467,40.885116,-73.877679,7,11,431,2017858,2033290124,"Norwood",NA,NA,NA,NA,0
"363","10X310","P.S. 310 MARBLE HILL",2015,329,296,"35","38","20.1","7","27.1","2015","P.S. 310 Marble Hill",768,1,"P.S. 310 Marble Hill",0,2,0,0,1,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BRONX",10463,40.872895,-73.905244,7,14,269,2096486,2032390041,"Kingsbridge Heights",NA,NA,NA,NA,3
"364","10X315","P.S. 315 LAB SCHOOL",2015,196,300,"34.7","28.6","29.1","7.7","36.7","2015","P.S. 315 Lab School",283,1,"P.S. 315 Lab School",0,1,1,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10453,40.857842,-73.904202,5,14,239,2014062,2031860049,"Fordham South",NA,NA,NA,NA,3
"365","10X331","THE BRONX SCHOOL OF YOUNG LEADERS",2015,367,280,"55.3","38.4","4.9","1.4","6.3","2015","The Bronx School of Young Leaders",394,2,"P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION",1,4,0,5,0,"3C","251-500","0.48","2.19","3.69","1.29","1","BRONX",10453,40.851823,-73.91118,5,14,217,2098721,2028620014,"University Heights-Morris Heights","6C","1001-1250",2098721,2028620014,10
"366","10X340","P.S. 340",2015,274,296,"34.7","39.4","21.2","4.7","25.9","2015","P.S. 340",645,1,"P.S. 340",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10468,40.869007,-73.89749,7,11,409,2101862,2032470015,"Van Cortlandt Village",NA,NA,NA,NA,1
"367","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",2015,155,282,"54.8","35.5","8.4","1.3","9.7","2015","International School for Liberal Arts",561,6,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton Yabc |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",2,8,42,2,5,"4C","501-750","3.33","12","34.5","6.42","7.17","BRONX",10468,40.870293,-73.898309,7,11,409,2015241,2032470070,"Van Cortlandt Village","11C","2501-3000",2015241,2032470070,59
"368","10X344","AMPARK NEIGHBORHOOD",2015,154,314,"21.4","26.6","26","26","51.9","2015","Ampark Neighborhood",378,2,"P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION",0,2,5,2,0,"3C","251-500","0.82","2.97","5.58","1.79","1.67","BRONX",10463,40.882898,-73.891256,8,11,281,2015472,2032520182,"Van Cortlandt Village","8C","1501-1750",2015472,2032520182,9
"369","10X360","P.S. 360",2015,185,272,"64.3","23.8","9.2","2.7","11.9","2015","P.S. 360",485,1,"P.S. 360",0,1,2,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BRONX",10463,40.874411,-73.902573,8,14,273,2103864,2032530341,"Van Cortlandt Village",NA,NA,NA,NA,4
"370","10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE",2015,377,277,"58.9","35.3","5.8","0","5.8","2015","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE",409,2,"ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION",0,3,9,1,2,"3C","251-500","0.46","1.65","2.77","1.17","0.75","BRONX",10468,40.859752,-73.900161,5,14,23703,2013899,2031720046,"Fordham South","5C","751-1000",2013899,2031720046,15
"371","10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)",2015,420,283,"51","35.5","10.5","3.1","13.6","2015","In-Tech Academy (M.S. / High School 368)",1022,1,"In-Tech Academy (M.S. / High School 368)",0,6,7,4,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BRONX",10463,40.879368,-73.909896,8,11,29302,2112838,2057160725,"Spuyten Duyvil-Kingsbridge",NA,NA,NA,NA,17
"372","10X382","ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY",2015,146,283,"49.3","34.9","11","4.8","15.8","2015","Elementary School for Math, Science, and Technolog",283,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",1,1,3,1,1,"3C","251-500","0.89","3.22","5.07","2.18","1.64","BRONX",10453,40.854872,-73.903458,5,14,23704,2013849,2031700001,"Fordham South","7C","1251-1500",2013849,2031700001,7
"373","10X386","SCHOOL FOR ENVIRONMENTAL CITIZENSHIP",2015,220,280,"56.4","27.3","12.7","3.6","16.4","2015","School for Environmental Citizenship",553,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",1,1,3,1,1,"4C","501-750","0.89","3.22","5.07","2.18","1.64","BRONX",10453,40.854872,-73.903458,5,14,23704,2013849,2031700001,"Fordham South","7C","1251-1500",2013849,2031700001,7
"374","10X390","M.S. 390",2015,366,276,"60.7","30.1","8.2","1.1","9.3","2015","M.S. 390",397,2,"M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION",1,3,8,1,1,"3C","251-500","0.46","1.65","2.77","1.17","0.75","BRONX",10453,40.854701,-73.913197,5,14,24502,2014692,2032160002,"University Heights-Morris Heights","5C","751-1000",2014692,2032160002,14
"375","10X391","THE ANGELO PATRI MIDDLE SCHOOL",2015,497,264,"76.7","18.7","3","1.6","4.6","2015","The Angelo Patri Middle School",514,2,"Theatre Arts Production Company School |  The Angelo Patri Middle School |  2225 WEBSTER AVENUE CONSOLIDATED LOCATION",0,4,7,2,0,"4C","501-750","0.48","2.19","3.69","1.29","1","BRONX",10457,40.854493,-73.896717,5,15,379,2013307,2031430043,"Mount Hope","6C","1001-1250",2013307,2031430043,13
"376","10X396","P.S. 396",2015,166,287,"48.2","28.9","16.9","6","22.9","2015","P.S. 396",373,2,"M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION",1,3,8,1,1,"3C","251-500","0.46","1.65","2.77","1.17","0.75","BRONX",10453,40.854701,-73.913197,5,14,24502,2014692,2032160002,"University Heights-Morris Heights","5C","751-1000",2014692,2032160002,14
"377","10X447","CRESTON ACADEMY",2015,462,291,"42.9","38.3","14.1","4.8","18.8","2015","Creston Academy",479,3,"Elementary School for Math, Science, and Technolog |  School for Environmental Citizenship |  Creston Academy |  125 EAST 181 STREET CONSOLIDATED LOCATION",1,1,3,1,1,"3C","251-500","0.89","3.22","5.07","2.18","1.64","BRONX",10453,40.854872,-73.903458,5,14,23704,2013849,2031700001,"Fordham South","7C","1251-1500",2013849,2031700001,7
"378","10X459","EAST FORDHAM ACADEMY FOR THE ARTS",2015,327,266,"74.9","24.2","0.9","0","0.9","2015","East Fordham Academy for the Arts",364,2,"ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION",0,3,9,1,2,"3C","251-500","0.46","1.65","2.77","1.17","0.75","BRONX",10468,40.859752,-73.900161,5,14,23703,2013899,2031720046,"Fordham South","5C","751-1000",2013899,2031720046,15
"379","11X016","P.S. 016 WAKEFIELD",2015,257,290,"43.2","36.6","16.3","3.9","20.2","2015","P.S. 016 Wakefield",570,1,"P.S. 016 Wakefield",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10470,40.902205,-73.854829,12,11,414,2070894,2050760031,"Woodlawn-Wakefield",NA,NA,NA,NA,0
"380","11X019","P.S. 019 JUDITH K. WEISS",2015,310,317,"13.9","36.8","27.1","22.3","49.4","2015","P.S. 019 Judith K. Weiss",504,1,"P.S. 019 Judith K. Weiss",0,0,2,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BRONX",10470,40.899295,-73.8675,12,11,45102,2019463,2033860001,"Woodlawn-Wakefield",NA,NA,NA,NA,2
