"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","SchoolYear","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"964","28Q144","P.S. 144 COL JEROMUS REMSEN",2015,331,331,"11.8","20.5","28.4","39.3","67.7","2015","P.S. 144 Col Jeromus Remsen",818,1,"P.S. 144 Col Jeromus Remsen",0,0,1,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11375,40.714978,-73.853372,6,29,729,4076870,4032120001,"Forest Hills",NA,NA,NA,NA,1
"965","28Q157","J.H.S. 157 STEPHEN A. HALSEY",2015,1212,322,"17.1","30.2","23.7","29","52.7","2015","J.H.S. 157 Stephen A. Halsey",1529,1,"J.H.S. 157 Stephen A. Halsey",2,1,0,3,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","QUEENS",11374,40.732289,-73.853825,6,29,721,4442846,4021260014,"Forest Hills",NA,NA,NA,NA,6
"966","28Q160","P.S. 160 WALTER FRANCIS BISHOP",2015,303,292,"40.3","40.9","13.5","5.3","18.8","2015","P.S. 160 Walter Francis Bishop",676,1,"P.S. 160 Walter Francis Bishop",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11435,40.688103,-73.800415,12,28,196,4258143,4119420302,"South Jamaica",NA,NA,NA,NA,0
"967","28Q161","P.S. 161 ARTHUR ASHE SCHOOL",2015,293,315,"14","35.5","32.4","18.1","50.5","2015","P.S. 161 Arthur Ashe School",679,1,"P.S. 161 Arthur Ashe School",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11419,40.690798,-73.821657,9,28,156,4200748,4094910001,"Richmond Hill",NA,NA,NA,NA,2
"968","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL",2015,289,303,"25.6","42.6","23.5","8.3","31.8","2015","Metropolitan Expeditionary Learning School",722,3,"Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION",0,3,1,1,1,"4C","501-750","1.96","7.74","16.07","5.48","3.44","QUEENS",11375,40.711367,-73.856698,6,29,645,4447233,4038860800,"Forest Hills","10C","2001-2500",4447233,4038860800,6
"969","28Q174","P.S. 174 WILLIAM SIDNEY MOUNT",2015,309,327,"11.7","22","32.4","34","66.3","2015","P.S. 174 William Sidney Mount",686,1,"P.S. 174 William Sidney Mount",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11374,40.720924,-73.86135,6,29,69702,4073904,4031340024,"Rego Park",NA,NA,NA,NA,0
"970","28Q175","P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL",2015,322,319,"14.3","31.7","30.7","23.3","54","2015","P.S. 175 The Lynn Gross Discovery School",759,1,"P.S. 175 The Lynn Gross Discovery School",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11374,40.730941,-73.853164,6,29,721,4051200,4021280014,"Forest Hills",NA,NA,NA,NA,0
"971","28Q182","P.S. 182 SAMANTHA SMITH",2015,504,289,"45","34.3","14.5","6.2","20.6","2015","P.S. 182 Samantha Smith",937,1,"P.S. 182 Samantha Smith",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11432,40.70643,-73.803444,12,24,236,4594831,4097630023,"Briarwood-Jamaica Hills",NA,NA,NA,NA,0
"972","28Q190","J.H.S. 190 RUSSELL SAGE",2015,1002,320,"20","30.1","21.8","28.1","49.9","2015","J.H.S. 190 Russell Sage",1038,1,"J.H.S. 190 Russell Sage",1,4,1,4,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11375,40.722707,-73.851699,6,29,71305,4075214,4031720002,"Forest Hills",NA,NA,NA,NA,10
"973","28Q196","P.S. 196 GRAND CENTRAL PARKWAY",2015,361,347,"3.6","10.5","28","57.9","85.9","2015","P.S. 196 Grand Central Parkway",799,1,"P.S. 196 Grand Central Parkway",0,0,1,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11375,40.722782,-73.837946,6,29,75702,4052713,4022480100,"Forest Hills",NA,NA,NA,NA,1
"974","28Q206","P.S. 206 THE HORACE HARDING SCHOOL",2015,272,298,"38.6","26.1","24.6","10.7","35.3","2015","P.S. 206 The Horace Harding School",602,1,"P.S. 206 The Horace Harding School",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11374,40.734642,-73.860737,6,29,71702,4050414,4020830123,"Rego Park",NA,NA,NA,NA,0
"975","28Q217","J.H.S. 217 ROBERT A. VAN WYCK",2015,1095,301,"33.8","31.7","20.8","13.7","34.5","2015","J.H.S. 217 Robert A. Van Wyck",1606,1,"J.H.S. 217 Robert A. Van Wyck",2,3,3,3,2,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","QUEENS",11435,40.710024,-73.812508,8,24,232,4208124,4097240173,"Briarwood-Jamaica Hills",NA,NA,NA,NA,13
"976","28Q220","P.S. 220 EDWARD MANDEL",2015,338,313,"22.5","29.6","21.9","26","47.9","2015","P.S. 220 Edward Mandel",711,1,"P.S. 220 Edward Mandel",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11375,40.736524,-73.851455,6,29,745,4051290,4021430001,"Forest Hills",NA,NA,NA,NA,2
"977","28Q284","YORK EARLY COLLEGE ACADEMY",2015,214,321,"15","28","31.3","25.7","57","2015","York Early College Academy",611,3,"J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION",0,2,2,1,1,"4C","501-750","0.89","3.22","5.07","2.18","1.64","QUEENS",11433,40.69719,-73.787192,12,27,258,4216655,4101780001,"South Jamaica","7C","1251-1500",4216655,4101780001,6
"978","28Q287","THE EMERSON SCHOOL",2015,214,288,"45.8","39.7","11.7","2.8","14.5","2015","The Emerson School",237,3,"J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION",0,2,2,1,1,"2C","1-250","0.89","3.22","5.07","2.18","1.64","QUEENS",11433,40.69719,-73.787192,12,27,258,4216655,4101780001,"South Jamaica","7C","1251-1500",4216655,4101780001,6
"979","28Q303","THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS",2015,41,346,"0","9.8","31.7","58.5","90.2","2015","The Academy for Excellence through the Arts",209,1,"The Academy for Excellence through the Arts",0,0,1,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","QUEENS",11375,40.725098,-73.845091,6,29,739,4052265,4022180021,"Forest Hills",NA,NA,NA,NA,1
"980","28Q310","QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL",2015,211,295,"38.4","38.9","17.1","5.7","22.7","2015","Queens Collegiate: A College Board School",661,4,"Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION",2,4,12,3,3,"4C","501-750","1.96","7.74","16.07","5.48","3.44","QUEENS",11432,40.713218,-73.797237,8,24,452,4448806,4098580100,"Briarwood-Jamaica Hills","10C","2001-2500",4448806,4098580100,24
"981","28Q332","REDWOOD MIDDLE SCHOOL",2015,87,290,"37.9","42.5","13.8","5.7","19.5","2015","Redwood Middle School",91,2,"Catherine & Count Basie Middle School 72|  Redwood Middle School|  133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION",2,2,6,0,3,"2C","1-250","0.46","1.65","2.77","1.17","0.75","QUEENS",11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,"Springfield Gardens North","5C","751-1000",4270059,4124950270,13
"982","28Q354","PS 354",2015,236,291,"41.1","38.6","16.1","4.2","20.3","2015","PS 354",569,1,"PS 354",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11434,40.68031,-73.774432,12,28,33402,4270045,4124950065,"Springfield Gardens North",NA,NA,NA,NA,1
"983","28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",2015,272,343,"3.3","15.4","31.6","49.6","81.3","2015","Queens Gateway to Health Sciences Secondary School",779,1,"Queens Gateway to Health Sciences Secondary School",0,1,1,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11432,40.718831,-73.806499,8,24,1267,4539721,4068580050,"Pomonok-Flushing Heights-Hillcrest",NA,NA,NA,NA,3
"984","28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",2015,214,319,"12.1","36","31.8","20.1","51.9","2015","Young Women's Leadership School, Queens",557,1,"Young Women's Leadership School, Queens",1,0,2,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11432,40.707527,-73.806412,8,24,236,4207510,4097070048,"Briarwood-Jamaica Hills",NA,NA,NA,NA,4
"985","29Q015","P.S. 015 JACKIE ROBINSON",2015,211,303,"32.2","29.9","24.2","13.7","37.9","2015","P.S. 015 Jackie Robinson",424,1,"P.S. 015 Jackie Robinson",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11413,40.68588,-73.757319,12,27,376,4273142,4126720001,"St. Albans",NA,NA,NA,NA,0
"986","29Q033","P.S. 033 EDWARD M. FUNK",2015,519,302,"29.3","33.5","26.8","10.4","37.2","2015","P.S. 033 Edward M. Funk",1048,1,"P.S. 033 Edward M. Funk",0,1,0,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11428,40.727134,-73.735077,13,23,560,4230589,4107560001,"Queens Village",NA,NA,NA,NA,2
"987","29Q034","P.S. 034 JOHN HARVARD",2015,269,301,"29.4","37.9","22.7","10","32.7","2015","P.S. 034 John Harvard",557,1,"P.S. 034 John Harvard",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11429,40.711753,-73.736624,13,27,582,4240503,4111510081,"Queens Village",NA,NA,NA,NA,0
"988","29Q035","P.S. 035 NATHANIEL WOODHULL",2015,315,302,"29.8","33.7","21.3","15.2","36.5","2015","P.S. 035 Nathaniel Woodhull",659,1,"P.S. 035 Nathaniel Woodhull",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11423,40.713759,-73.769439,12,23,482,4222137,4104470007,"Hollis",NA,NA,NA,NA,0
"989","29Q036","P.S. 036 SAINT ALBANS SCHOOL",2015,238,296,"37.4","32.8","21.4","8.4","29.8","2015","P.S. 036 Saint Albans School",493,1,"P.S. 036 Saint Albans School",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11412,40.690828,-73.763907,12,27,366,4268900,4124390032,"St. Albans",NA,NA,NA,NA,1
"990","29Q037","CYNTHIA JENKINS SCHOOL",2015,246,290,"50","22.8","16.7","10.6","27.2","2015","Cynthia Jenkins School",558,1,"Cynthia Jenkins School",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11434,40.67588,-73.758505,12,27,352,4279864,4129930118,"St. Albans",NA,NA,NA,NA,2
"991","29Q038","P.S. 038 ROSEDALE",2015,113,301,"29.2","42.5","23.9","4.4","28.3","2015","P.S. 038 Rosedale",195,1,"P.S. 038 Rosedale",0,0,0,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","QUEENS",11422,40.671561,-73.734043,13,31,638,4284236,4132220001,"Rosedale",NA,NA,NA,NA,0
"992","29Q052","P.S. 052 QUEENS",2015,212,286,"46.7","34","15.6","3.8","19.3","2015","P.S. 052 Queens",511,1,"P.S. 052 Queens",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11434,40.661122,-73.766733,13,31,320,4285972,4133530020,"Springfield Gardens South-Brookville",NA,NA,NA,NA,0
"993","29Q059","I.S. 059 SPRINGFIELD GARDENS",2015,488,288,"50","33","12.9","4.1","17","2015","I.S. 059 Springfield Gardens",503,1,"I.S. 059 Springfield Gardens",0,3,3,2,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11413,40.68173,-73.753429,12,27,352,4274083,4127230076,"St. Albans",NA,NA,NA,NA,9
"994","29Q095","P.S. 095 EASTWOOD",2015,721,307,"28.8","28.8","21.6","20.7","42.3","2015","P.S. 095 Eastwood",1501,1,"P.S. 095 Eastwood",0,0,0,0,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","QUEENS",11432,40.710624,-73.783423,12,27,468,4446042,4099140001,"Jamaica",NA,NA,NA,NA,0
"995","29Q109","JEAN NUZZI INTERMEDIATE SCHOOL",2015,897,294,"41.5","34","18.3","6.2","24.5","2015","Jean Nuzzi Intermediate School",968,1,"Jean Nuzzi Intermediate School",1,0,3,0,1,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11428,40.720713,-73.747001,13,23,542,4226839,4106260001,"Queens Village",NA,NA,NA,NA,5
"996","29Q116","PS/IS 116 WILLIAM C. HUGHLEY",2015,382,283,"51.8","34.3","11.5","2.4","13.9","2015","PS/IS 116 William C. Hughley",762,1,"PS/IS 116 William C. Hughley",0,1,1,0,1,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11433,40.700606,-73.782302,12,27,414,4218416,4102500001,"South Jamaica",NA,NA,NA,NA,3
"997","29Q118","P.S. 118 LORRAINE HANSBERRY",2015,239,294,"38.1","39.3","14.6","7.9","22.6","2015","P.S. 118 Lorraine Hansberry",554,1,"P.S. 118 Lorraine Hansberry",0,2,0,1,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11412,40.703585,-73.765838,12,27,504,4233850,4109260050,"Hollis",NA,NA,NA,NA,4
"998","29Q131","P.S. 131 ABIGAIL ADAMS",2015,423,328,"9.9","20.8","32.9","36.4","69.3","2015","P.S. 131 Abigail Adams",831,1,"P.S. 131 Abigail Adams",1,0,0,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11432,40.716617,-73.794637,8,24,456,4211112,4098750001,"Briarwood-Jamaica Hills",NA,NA,NA,NA,2
"999","29Q132","P.S. 132 RALPH BUNCHE",2015,129,309,"25.6","31.8","29.5","13.2","42.6","2015","P.S. 132 Ralph Bunche",353,1,"P.S. 132 Ralph Bunche",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11413,40.682114,-73.74992,13,31,626,4278380,4129270028,"Laurelton",NA,NA,NA,NA,0
"1000","29Q134","P.S. 134 HOLLIS",2015,204,286,"47.1","37.3","12.7","2.9","15.7","2015","P.S. 134 Hollis",459,1,"P.S. 134 Hollis",0,0,2,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11412,40.70799,-73.755269,12,27,508,4440330,4109060001,"Hollis",NA,NA,NA,NA,2
"1001","29Q135","THE BELLAIRE SCHOOL",2015,440,304,"27.5","37","20.7","14.8","35.5","2015","The Bellaire School",1021,1,"The Bellaire School",0,0,1,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11427,40.720154,-73.757367,13,23,492,4225816,4105820016,"Jamaica Estates-Holliswood",NA,NA,NA,NA,1
"1002","29Q136","P.S. 136 ROY WILKINS",2015,246,290,"39.4","45.5","13","2","15","2015","P.S. 136 Roy Wilkins",591,1,"P.S. 136 Roy Wilkins",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11412,40.698279,-73.752654,12,27,520,4236757,4110180021,"St. Albans",NA,NA,NA,NA,0
"1003","29Q138","P.S./ M.S.138 SUNRISE",2015,466,276,"59.9","29.4","8.2","2.6","10.7","2015","P.S./ M.S.138 Sunrise",825,1,"P.S./ M.S.138 Sunrise",0,1,1,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11422,40.659728,-73.735176,13,31,660,4288640,4135780001,"Rosedale",NA,NA,NA,NA,3
"1004","29Q147","PS/MS 147 RONALD MCNAIR",2015,421,287,"49.2","35.2","11.9","3.8","15.7","2015","PS/MS 147 Ronald McNair",695,1,"PS/MS 147 Ronald McNair",1,1,3,1,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11411,40.697309,-73.740948,13,27,598,4243743,4113000001,"Cambria Heights",NA,NA,NA,NA,7
"1005","29Q156","P.S. 156 LAURELTON",2015,211,286,"48.3","38.9","10","2.8","12.8","2015","P.S. 156 Laurelton",378,2,"P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION",0,1,1,0,1,"3C","251-500","0.31","1.12","1.82","0.79","0.51","QUEENS",11413,40.673069,-73.743173,13,31,646,4283015,4131700012,"Laurelton","4C","501-750",4283015,4131700012,3
"1006","29Q176","P.S. 176 CAMBRIA HEIGHTS",2015,368,312,"18.5","31.3","32.6","17.7","50.3","2015","P.S. 176 Cambria Heights",741,1,"P.S. 176 Cambria Heights",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11411,40.685492,-73.729982,13,27,614,4276382,4128200001,"Cambria Heights",NA,NA,NA,NA,2
"1007","29Q181","P.S. 181 BROOKFIELD",2015,161,291,"36","42.2","16.8","5","21.7","2015","P.S. 181 Brookfield",417,1,"P.S. 181 Brookfield",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11413,40.656126,-73.753207,13,31,694,4291453,4137180001,"Springfield Gardens South-Brookville",NA,NA,NA,NA,1
"1008","29Q192","I.S. 192 THE LINDEN",2015,509,278,"58.2","35.2","5.7","1","6.7","2015","I.S. 192 The Linden",511,2,"I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION",1,5,10,3,3,"4C","501-750","0.48","2.19","3.69","1.29","1","QUEENS",11412,40.70646,-73.753579,12,27,508,4234318,4109440301,"Hollis","6C","1001-1250",4234318,4109440301,22
"1009","29Q195","P.S. 195 WILLIAM HABERLE",2015,302,282,"55.3","30.8","10.9","3","13.9","2015","P.S. 195 William Haberle",656,1,"P.S. 195 William Haberle",1,1,0,2,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11422,40.653006,-73.736395,13,31,664,4290116,4136550001,"Rosedale",NA,NA,NA,NA,4
"1010","29Q208","P.S. / I.S. 208",2015,488,314,"15.4","37.1","31.1","16.4","47.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","29Q238","I.S. 238 - SUSAN B. ANTHONY ACADEMY",2015,1454,285,"50.3","37.4","9.7","2.6","12.3","2015","I.S. 238 - Susan B. Anthony Academy",1565,1,"I.S. 238 - Susan B. Anthony Academy",4,4,2,3,5,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","QUEENS",11423,40.713094,-73.780468,12,27,470,4212425,4099190006,"Jamaica",NA,NA,NA,NA,18
"1012","29Q251","P.S. 251 QUEENS",2015,65,301,"26.2","44.6","18.5","10.8","29.2","2015","P.S. 251 Queens",346,1,"P.S. 251 Queens",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11413,40.664218,-73.760249,13,31,320,4285682,4133310001,"Springfield Gardens South-Brookville",NA,NA,NA,NA,1
"1013","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL",2015,202,288,"44.1","44.6","10.4","1","11.4","2015","Pathways College Preparatory School: A College Boa",599,2,"I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION",1,5,10,3,3,"4C","501-750","0.48","2.19","3.69","1.29","1","QUEENS",11412,40.70646,-73.753579,12,27,508,4234318,4109440301,"Hollis","6C","1001-1250",4234318,4109440301,22
"1014","29Q268","PS/IS 268",2015,329,306,"21.3","42.6","25.5","10.6","36.2","2015","PS/IS 268",590,1,"PS/IS 268",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11433,40.707537,-73.785626,12,27,444,4217573,4102150001,"Jamaica",NA,NA,NA,NA,2
"1015","29Q270","THE GORDON PARKS SCHOOL",2015,435,302,"28.3","41.4","20.5","9.9","30.3","2015","The Gordon Parks School",678,1,"The Gordon Parks School",0,1,1,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11422,40.674831,-73.736713,13,31,618,4529511,4129730001,"Laurelton",NA,NA,NA,NA,3
"1016","29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL",2015,168,306,"26.8","41.7","20.2","11.3","31.5","2015","Preparatory Academy for Writers: A College Board S",552,4,"Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION",3,5,8,6,2,"4C","501-750","1.96","7.74","16.07","5.48","3.44","QUEENS",11413,40.668235,-73.756839,12,31,330,4280845,4130570056,"Springfield Gardens North","10C","2001-2500",4280845,4130570056,24
"1017","29Q289","QUEENS UNITED MIDDLE SCHOOL",2015,145,280,"54.5","35.2","9","1.4","10.3","2015","Queens United Middle School",148,2,"P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION",0,1,1,0,1,"2C","1-250","0.31","1.12","1.82","0.79","0.51","QUEENS",11413,40.673069,-73.743173,13,31,646,4283015,4131700012,"Laurelton","4C","501-750",4283015,4131700012,3
"1018","29Q295","P.S./I.S. 295",2015,336,312,"18.2","38.4","28.3","15.2","43.5","2015","P.S./I.S. 295",540,1,"P.S./I.S. 295",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11428,40.720619,-73.731997,13,23,568,4231378,4108130005,"Queens Village",NA,NA,NA,NA,2
"1019","29Q327","EAGLE ACADEMY FOR YOUNG MEN III",2015,241,294,"34.4","46.9","15.4","3.3","18.7","2015","Eagle Academy for Young Men III",428,1,"Eagle Academy for Young Men III",1,2,1,1,2,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11434,40.691712,-73.778923,12,27,432,4268543,4123930001,"St. Albans",NA,NA,NA,NA,7
"1020","29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL",2015,429,280,"60.4","30.5","7.5","1.6","9.1","2015","Collaborative Arts Middle School",444,2,"Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION",1,10,8,8,2,"3C","251-500","0.46","1.65","2.77","1.17","0.75","QUEENS",11413,40.664597,-73.758748,13,31,320,4285682,4133310001,"Springfield Gardens South-Brookville","5C","751-1000",4285682,4133310001,29
"1021","29Q356","COMMUNITY VOICES MIDDLE SCHOOL",2015,421,278,"60.8","31.6","6.4","1.2","7.6","2015","Community Voices Middle School",429,2,"Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION",1,10,8,8,2,"3C","251-500","0.46","1.65","2.77","1.17","0.75","QUEENS",11413,40.664597,-73.758748,13,31,320,4285682,4133310001,"Springfield Gardens South-Brookville","5C","751-1000",4285682,4133310001,29
"1022","30Q002","P.S. 002 ALFRED ZIMBERG",2015,315,316,"17.5","28.9","29.2","24.4","53.7","2015","P.S. 002 Alfred Zimberg",653,1,"P.S. 002 Alfred Zimberg",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11370,40.770335,-73.894476,1,22,317,4021375,4009710001,"Steinway",NA,NA,NA,NA,1
"1023","30Q010","I.S. 010 HORACE GREELEY",2015,840,310,"24.5","37.7","22.3","15.5","37.7","2015","I.S. 010 Horace Greeley",862,1,"I.S. 010 Horace Greeley",0,1,4,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11103,40.759363,-73.912902,1,22,151,4012664,4007140001,"Astoria",NA,NA,NA,NA,6
"1024","30Q011","P.S. 011 KATHRYN PHELAN",2015,726,313,"19.8","32.1","24.4","23.7","48.1","2015","P.S. 011 Kathryn Phelan",1275,1,"P.S. 011 Kathryn Phelan",0,0,0,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","QUEENS",11377,40.745244,-73.90872,2,26,251,4552510,4012390001,"Woodside",NA,NA,NA,NA,0
"1025","30Q017","P.S. 017 HENRY DAVID THOREAU",2015,217,292,"40.1","31.8","20.3","7.8","28.1","2015","P.S. 017 Henry David Thoreau",531,2,"P.S. 017 Henry David Thoreau|  The 30th Avenue School (G&T Citywide)|  28-37 29 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11102,40.768985,-73.922428,1,22,71,4007663,4005940001,"Old Astoria","4C","501-750",4007663,4005940001,1
"1026","30Q069","P.S. 069 JACKSON HEIGHTS",2015,624,319,"13.8","32.2","29.8","24.2","54","2015","P.S. 069 Jackson Heights",1159,1,"P.S. 069 Jackson Heights",0,0,0,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11372,40.749266,-73.888817,3,25,287,4029892,4012880001,"Jackson Heights",NA,NA,NA,NA,0
"1027","30Q070","P.S. 070",2015,443,312,"21","33.2","25.5","20.3","45.8","2015","P.S. 070",1029,1,"P.S. 070",0,0,0,0,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11103,40.762103,-73.914227,1,22,149,4442503,4006960014,"Astoria",NA,NA,NA,NA,0
"1028","30Q076","P.S. 076 WILLIAM HALLET",2015,204,289,"46.1","28.9","19.6","5.4","25","2015","P.S. 076 William Hallet",556,1,"P.S. 076 William Hallet",0,0,2,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11106,40.760852,-73.941143,1,26,39,4004331,4003540001,"Queensbridge-Ravenswood-Long Island City",NA,NA,NA,NA,2
"1029","30Q078","P.S./I.S. 78Q",2015,197,317,"13.7","36","27.9","22.3","50.3","2015","P.S./I.S. 78Q",475,1,"P.S./I.S. 78Q",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11109,40.744753,-73.957971,2,26,1,4000019,4000180001,"Hunters Point-Sunnyside-West Maspeth",NA,NA,NA,NA,1
"1030","30Q084","P.S. 084 STEINWAY",2015,162,305,"24.7","36.4","29","9.9","38.9","2015","P.S. 084 Steinway",368,1,"P.S. 084 Steinway",0,1,0,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11105,40.771512,-73.90633,1,22,119,4015334,4007940017,"Steinway",NA,NA,NA,NA,2
"1031","30Q085","P.S. 085 JUDGE CHARLES VALLONE",2015,223,332,"15.2","16.6","24.2","43.9","68.2","2015","P.S. 085 Judge Charles Vallone",580,1,"P.S. 085 Judge Charles Vallone",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11105,40.772863,-73.914708,1,22,115,4017485,4008420031,"Steinway",NA,NA,NA,NA,2
