"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"903","27Q123","P.S. 123",2014,315,298,"32.7","41","19.7","6.7","26.3","P.S. 123",675,1,"P.S. 123",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11436,40.678296,-73.79562,12,28,18402,4260828,4120190010,"Baisley Park",NA,NA,NA,NA,1
"904","27Q124","P.S. 124 OSMOND A CHURCH",2014,866,308,"24.9","37","22.4","15.7","38.1","P.S. 124 Osmond A Church",1348,1,"P.S. 124 Osmond A Church",0,1,0,1,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11420,40.665058,-73.811701,10,28,84602,4257530,4118820001,"South Ozone Park",NA,NA,NA,NA,2
"905","27Q137","M.S. 137 AMERICA'S SCHOOL OF HEROES",2014,1679,300,"32.2","39.1","17.7","10.9","28.6","M.S. 137 America's School of Heroes",1918,1,"M.S. 137 America's School of Heroes",1,6,7,3,3,"9C","1751-2000","0.81","5.43","8.48","3.24","2.33","QUEENS",11417,40.6781,-73.839948,10,32,86,4467457,4091720001,"Ozone Park",NA,NA,NA,NA,20
"906","27Q146","P.S. 146 HOWARD BEACH",2014,433,307,"19.4","43.2","26.6","10.9","37.4","P.S. 146 Howard Beach",700,1,"P.S. 146 Howard Beach",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11414,40.659873,-73.835068,10,32,884,4295163,4141680016,"Lindenwood-Howard Beach",NA,NA,NA,NA,1
"907","27Q155","P.S. 155",2014,250,305,"23.6","43.2","22.8","10.4","33.2","P.S. 155",598,1,"P.S. 155",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11420,40.67956,-73.8106,10,28,176,4252357,4116730001,"South Ozone Park",NA,NA,NA,NA,0
"908","27Q183","P.S. 183 DR. RICHARD R. GREEN",2014,304,277,"62.5","27","8.6","2","10.5","P.S. 183 Dr. Richard R. Green",532,1,"P.S. 183 Dr. Richard R. Green",1,0,2,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11693,40.589508,-73.805361,14,31,94202,4303354,4161120001,"Hammels-Arverne-Edgemere",NA,NA,NA,NA,4
"909","27Q197","P.S. 197 THE OCEAN SCHOOL",2014,221,280,"52","38.5","8.1","1.4","9.5","P.S. 197 The Ocean School",523,1,"P.S. 197 The Ocean School",0,0,2,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11691,40.600199,-73.743968,14,31,101002,4298856,4155970001,"Far Rockaway-Bayswater",NA,NA,NA,NA,2
"910","27Q202","J.H.S. 202 ROBERT H. GODDARD",2014,949,299,"31.3","41.8","21.1","5.8","26.9","J.H.S. 202 Robert H. Goddard",1030,2,"J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION",0,7,7,1,1,"6C","1001-1250","0.81","3.95","6.51","2.3","1.78","QUEENS",11417,40.67124,-73.845141,10,32,58,4245993,4114030001,"Ozone Park","8C","1501-1750",4245993,4114030001,16
"911","27Q207","P.S. 207 ROCKWOOD PARK",2014,498,321,"12.9","28.1","36.1","22.9","59","P.S. 207 Rockwood Park",753,1,"P.S. 207 Rockwood Park",1,0,0,1,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11414,40.658089,-73.844432,10,32,892,4293311,4140090060,"Lindenwood-Howard Beach",NA,NA,NA,NA,2
"912","27Q210","J.H.S. 210 ELIZABETH BLACKWELL",2014,1794,299,"31.9","40.6","19.4","8.1","27.5","J.H.S. 210 Elizabeth Blackwell",1936,1,"J.H.S. 210 Elizabeth Blackwell",0,4,3,3,0,"9C","1751-2000","0.81","5.43","8.48","3.24","2.33","QUEENS",11416,40.683858,-73.84747,9,32,38,4188567,4090670001,"Woodhaven",NA,NA,NA,NA,10
"913","27Q215","P.S. 215 LUCRETIA MOTT",2014,165,268,"70.9","22.4","6.7","0","6.7","P.S. 215 Lucretia Mott",163,2,"P.S. 215 Lucretia Mott |  Wave Preparatory Elementary School |  535 BRIAR PLACE CONSOLIDATED LOCATION",0,0,2,0,0,"2C","1-250","0.33","1.32","1.76","0.83","0.59","QUEENS",11691,40.5993,-73.758206,14,31,99801,4301194,4157720031,"Far Rockaway-Bayswater","4C","501-750",4301194,4157720031,2
"914","27Q223","P.S. 223 LYNDON B. JOHNSON",2014,267,290,"50.2","24","19.9","6","25.8","P.S. 223 Lyndon B. Johnson",661,1,"P.S. 223 Lyndon B. Johnson",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11434,40.674519,-73.789399,12,28,18401,4261713,4120510001,"Baisley Park",NA,NA,NA,NA,0
"915","27Q226","J.H.S. 226 VIRGIL I. GRISSOM",2014,1165,284,"52.4","31.5","12.4","3.7","16.1","J.H.S. 226 Virgil I. Grissom",1191,2,"J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION",0,7,11,3,3,"6C","1001-1250","0.86","3.26","5.55","2.17","1.29","QUEENS",11420,40.675771,-73.816938,10,28,840,4253607,4117140100,"South Ozone Park","7C","1251-1500",4253607,4117140100,24
"916","27Q232","P.S. 232 LINDENWOOD",2014,642,314,"20.6","33.2","25.7","20.6","46.3","P.S. 232 Lindenwood",1068,1,"P.S. 232 Lindenwood",0,0,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11414,40.665909,-73.851216,10,32,6202,4247454,4114450001,"Lindenwood-Howard Beach",NA,NA,NA,NA,0
"917","27Q253","P.S. 253",2014,228,290,"42.1","34.6","17.5","5.7","23.2","P.S. 253",511,1,"P.S. 253",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11691,40.60729,-73.7494,14,31,103202,4297972,4155410001,"Far Rockaway-Bayswater",NA,NA,NA,NA,0
"918","27Q254","P.S. 254 - THE ROSA PARKS SCHOOL",2014,312,329,"3.2","24.4","43.9","28.5","72.4","P.S. 254 - The Rosa Parks School",654,1,"P.S. 254 - The Rosa Parks School",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11418,40.697961,-73.84796,9,32,24,4191296,4091770023,"Richmond Hill",NA,NA,NA,NA,0
"919","27Q262","CHANNEL VIEW SCHOOL FOR RESEARCH",2014,181,304,"20.4","52.5","24.3","2.8","27.1","Channel View School for Research",642,4,"Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION",4,11,20,9,5,"4C","501-750","0.86","3.26","5.55","2.17","1.29","QUEENS",11694,40.586066,-73.822624,14,32,94201,4303773,4161670099,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","7C","1251-1500",4303773,4161670099,49
"920","27Q273","P.S. 273",2014,43,311,"9.3","32.6","53.5","4.7","58.1","P.S. 273",254,1,"P.S. 273",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11418,40.693606,-73.844631,9,32,28,4539360,4092880101,"Richmond Hill",NA,NA,NA,NA,0
"921","27Q282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",2014,176,299,"26.7","54","17","2.3","19.3","Knowledge and Power Preparatory Academy VI",262,4,"Frederick Douglass Academy VI High School |  Knowledge and Power Preparatory Academy VI |  Queens High School for Information, Research, and |  Academy of Medical Technology: A College Board Sch |  8-21 BAY 25 STREET CONSOLIDATED LOCATION",1,10,6,4,4,"3C","251-500","0.81","3.95","6.51","2.3","1.78","QUEENS",11691,40.60201,-73.762795,14,31,100802,4300730,4157360001,"Far Rockaway-Bayswater","8C","1501-1750",4300730,4157360001,25
"922","27Q297","HAWTREE CREEK MIDDLE SCHOOL",2014,93,287,"47.3","37.6","11.8","3.2","15.1","Hawtree Creek Middle School",90,2,"J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION",0,7,11,3,3,"2C","1-250","0.86","3.26","5.55","2.17","1.29","QUEENS",11420,40.675771,-73.816938,10,28,840,4253607,4117140100,"South Ozone Park","7C","1251-1500",4253607,4117140100,24
"923","27Q306","NEW YORK CITY ACADEMY FOR DISCOVERY",2014,254,309,"20.5","35.8","27.2","16.5","43.7","New York City Academy for Discovery",479,1,"New York City Academy for Discovery",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11421,40.691765,-73.849006,9,32,20,4538070,4089750100,"Woodhaven",NA,NA,NA,NA,0
"924","27Q309","ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL",2014,212,280,"55.2","40.1","4.7","0","4.7","Academy of Medical Technology: A College Board Sch",631,4,"Frederick Douglass Academy VI High School |  Knowledge and Power Preparatory Academy VI |  Queens High School for Information, Research, and |  Academy of Medical Technology: A College Board Sch |  8-21 BAY 25 STREET CONSOLIDATED LOCATION",1,10,6,4,4,"4C","501-750","0.81","3.95","6.51","2.3","1.78","QUEENS",11691,40.60201,-73.762795,14,31,100802,4300730,4157360001,"Far Rockaway-Bayswater","8C","1501-1750",4300730,4157360001,25
"925","27Q317","WATERSIDE CHILDREN'S STUDIO SCHOOL",2014,175,292,"41.1","33.1","17.7","8","25.7","WATERSIDE CHILDREN'S STUDIO SCHOOL",441,2,"WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION",0,0,3,0,0,"3C","251-500","0.33","1.32","1.76","0.83","0.59","QUEENS",11694,40.580928,-73.831836,14,32,938,4303853,4161810001,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4C","501-750",4303853,4161810001,3
"926","27Q318","WATERSIDE SCHOOL FOR LEADERSHIP",2014,173,276,"62.4","28.3","9.2","0","9.2","WATERSIDE SCHOOL FOR LEADERSHIP",174,2,"WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION",0,0,3,0,0,"2C","1-250","0.33","1.32","1.76","0.83","0.59","QUEENS",11694,40.580928,-73.831836,14,32,938,4303853,4161810001,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4C","501-750",4303853,4161810001,3
"927","27Q319","VILLAGE ACADEMY",2014,315,283,"52.7","36.5","10.2","0.6","10.8","VILLAGE ACADEMY",324,3,"M.S. 053 Brian Piccolo|  VILLAGE ACADEMY|  ALC - MS 53|  10-45 NAMEOKE STREET CONSOLIDATED LOCATION",1,3,6,2,1,"3C","251-500","0.33","1.32","1.76","0.83","0.59","QUEENS",11691,40.603622,-73.749097,14,31,103202,4298234,4155570025,"Far Rockaway-Bayswater","4C","501-750",4298234,4155570025,13
"928","27Q323","SCHOLARS' ACADEMY",2014,522,348,"0.2","7.1","37","55.7","92.7","Scholars' Academy",1253,1,"Scholars' Academy",1,1,0,2,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11694,40.584109,-73.825711,14,32,938,4303722,4161590012,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",NA,NA,NA,NA,4
"929","27Q333","GOLDIE MAPLE ACADEMY",2014,285,301,"31.6","42.1","16.5","9.8","26.3","Goldie Maple Academy",541,1,"Goldie Maple Academy",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11692,40.593967,-73.786182,14,31,97204,4301929,4158940011,"Hammels-Arverne-Edgemere",NA,NA,NA,NA,0
"930","27Q362","WAVE PREPARATORY ELEMENTARY SCHOOL",2014,65,295,"33.8","43.1","18.5","4.6","23.1","Wave Preparatory Elementary School",373,2,"P.S. 215 Lucretia Mott |  Wave Preparatory Elementary School |  535 BRIAR PLACE CONSOLIDATED LOCATION",0,0,2,0,0,"3C","251-500","0.33","1.32","1.76","0.83","0.59","QUEENS",11691,40.5993,-73.758206,14,31,99801,4301194,4157720031,"Far Rockaway-Bayswater","4C","501-750",4301194,4157720031,2
"931","28Q008","J.H.S. 008 RICHARD S. GROSSLEY",2014,553,278,"62.2","28.2","7.8","1.8","9.6","J.H.S. 008 Richard S. Grossley",574,3,"J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION",0,3,9,1,2,"4C","501-750","0.86","3.26","5.55","2.17","1.29","QUEENS",11433,40.69719,-73.787192,12,27,258,4216655,4101780001,"South Jamaica","7C","1251-1500",4216655,4101780001,15
"932","28Q040","P.S. 040 SAMUEL HUNTINGTON",2014,252,288,"49.6","26.6","14.3","9.5","23.8","P.S. 040 Samuel Huntington",604,1,"P.S. 040 Samuel Huntington",0,1,1,1,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11433,40.694125,-73.790675,12,28,260,4263341,4121510001,"South Jamaica",NA,NA,NA,NA,3
"933","28Q048","P.S. 048 WILLIAM WORDSWORTH",2014,191,290,"48.2","28.8","11.5","11.5","23","P.S. 048 William Wordsworth",505,1,"P.S. 048 William Wordsworth",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11433,40.693518,-73.796727,12,28,254,4590626,4101440047,"South Jamaica",NA,NA,NA,NA,1
"934","28Q050","P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL",2014,363,312,"16.8","39.1","27.3","16.8","44.1","P.S. 050 Talfourd Lawn Elementary School",767,1,"P.S. 050 Talfourd Lawn Elementary School",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11435,40.695238,-73.807364,12,28,206,4214461,4100240012,"Jamaica",NA,NA,NA,NA,0
"935","28Q054","P.S. 054 HILLSIDE",2014,247,307,"23.5","33.2","29.1","14.2","43.3","P.S. 054 Hillside",573,1,"P.S. 054 Hillside",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11418,40.70292,-73.824221,9,29,14201,4193916,4092800001,"Richmond Hill",NA,NA,NA,NA,0
"936","28Q055","P.S. 055 MAURE",2014,228,302,"34.6","32.5","23.7","9.2","32.9","P.S. 055 Maure",526,1,"P.S. 055 Maure",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11419,40.694004,-73.816617,9,28,154,4200233,4094770001,"Richmond Hill",NA,NA,NA,NA,0
"937","28Q072","CATHERINE & COUNT BASIE MIDDLE SCHOOL 72",2014,816,282,"54.2","34.4","9.2","2.2","11.4","Catherine & Count Basie Middle School 72",887,1,"Catherine & Count Basie Middle School 72",3,4,8,3,4,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,"Springfield Gardens North",NA,NA,NA,NA,22
"938","28Q080","PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION",2014,249,288,"45","37.8","13.7","3.6","17.3","P.S. 080 Thurgood Marshall Magnet",556,1,"P.S. 080 Thurgood Marshall Magnet",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11434,40.67282,-73.769252,12,28,33402,4270056,4124950166,"Springfield Gardens North",NA,NA,NA,NA,0
"939","28Q082","P.S. 082 HAMMOND",2014,313,290,"43.1","39.6","9.3","8","17.3","P.S. 082 Hammond",638,1,"P.S. 082 Hammond",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11435,40.704072,-73.811771,12,24,214,4206905,4096840008,"Briarwood-Jamaica Hills",NA,NA,NA,NA,1
"940","28Q086","P.S. Q086",2014,319,313,"25.4","26","23.5","25.1","48.6","P.S. Q086",931,1,"P.S. Q086",0,0,1,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11432,40.708898,-73.803938,8,24,448,4438678,4097740001,"Briarwood-Jamaica Hills",NA,NA,NA,NA,1
"941","28Q099","P.S. 099 KEW GARDENS",2014,459,321,"12.6","30.1","29","28.3","57.3","P.S. 099 Kew Gardens",839,1,"P.S. 099 Kew Gardens",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11415,40.711419,-73.828628,9,29,216,4080168,4033600001,"Kew Gardens",NA,NA,NA,NA,0
"942","28Q101","P.S. 101 SCHOOL IN THE GARDENS",2014,285,341,"3.5","16.8","30.9","48.8","79.6","P.S. 101 School in the Gardens",587,1,"P.S. 101 School in the Gardens",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11375,40.715585,-73.843898,6,29,723,4078312,4032700001,"Forest Hills",NA,NA,NA,NA,0
"943","28Q117","P.S. 117 J. KELD / BRIARWOOD SCHOOL",2014,480,313,"22.1","27.9","29.2","20.8","50","P.S. 117 J. Keld / Briarwood School",1037,1,"P.S. 117 J. Keld / Briarwood School",0,0,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11435,40.709463,-73.813376,8,24,232,4208040,4097230150,"Briarwood-Jamaica Hills",NA,NA,NA,NA,0
"944","28Q121","P.S. 121 QUEENS",2014,408,328,"7.4","26","33.3","33.3","66.7","P.S. 121 Queens",852,1,"P.S. 121 Queens",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11420,40.68405,-73.815834,10,28,170,4249769,4116070001,"South Ozone Park",NA,NA,NA,NA,0
"945","28Q139","P.S. 139 REGO PARK",2014,410,323,"16.1","25.6","29","29.3","58.3","P.S. 139 Rego Park",873,1,"P.S. 139 Rego Park",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11374,40.72814,-73.863582,6,29,693,4072457,4030950050,"Rego Park",NA,NA,NA,NA,0
"946","28Q140","P.S. 140 EDWARD K ELLINGTON",2014,281,289,"44.8","37.4","13.9","3.9","17.8","P.S. 140 Edward K Ellington",599,1,"P.S. 140 Edward K Ellington",0,1,1,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11434,40.686798,-73.781247,12,27,278,4267260,4123410031,"Baisley Park",NA,NA,NA,NA,3
"947","28Q144","P.S. 144 COL JEROMUS REMSEN",2014,326,333,"11.7","16.9","28.2","43.3","71.5","P.S. 144 Col Jeromus Remsen",808,1,"P.S. 144 Col Jeromus Remsen",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11375,40.714978,-73.853372,6,29,729,4076870,4032120001,"Forest Hills",NA,NA,NA,NA,0
"948","28Q157","J.H.S. 157 STEPHEN A. HALSEY",2014,1192,319,"19.8","31.1","22.7","26.4","49.1","J.H.S. 157 Stephen A. Halsey",1476,1,"J.H.S. 157 Stephen A. Halsey",0,0,2,0,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","QUEENS",11374,40.732289,-73.853825,6,29,721,4442846,4021260014,"Forest Hills",NA,NA,NA,NA,2
"949","28Q160","P.S. 160 WALTER FRANCIS BISHOP",2014,276,295,"36.2","42.8","15.9","5.1","21","P.S. 160 Walter Francis Bishop",670,1,"P.S. 160 Walter Francis Bishop",0,0,2,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11435,40.688103,-73.800415,12,28,196,4258143,4119420302,"South Jamaica",NA,NA,NA,NA,2
"950","28Q161","P.S. 161 ARTHUR ASHE SCHOOL",2014,294,321,"11.2","33.7","30.3","24.8","55.1","P.S. 161 Arthur Ashe School",708,1,"P.S. 161 Arthur Ashe School",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11419,40.690798,-73.821657,9,28,156,4200748,4094910001,"Richmond Hill",NA,NA,NA,NA,0
"951","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL",2014,308,305,"29.2","36.4","21.4","13","34.4","Metropolitan Expeditionary Learning School",605,3,"Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION",0,2,3,2,0,"4C","501-750","2.39","7.89","13.67","5.22","3.94","QUEENS",11375,40.711367,-73.856698,6,29,645,4447233,4038860800,"Forest Hills","10C","2001-2500",4447233,4038860800,7
"952","28Q174","P.S. 174 WILLIAM SIDNEY MOUNT",2014,300,330,"8.7","28.3","26.7","36.3","63","P.S. 174 William Sidney Mount",676,1,"P.S. 174 William Sidney Mount",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11374,40.720924,-73.86135,6,29,69702,4073904,4031340024,"Rego Park",NA,NA,NA,NA,0
"953","28Q175","P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL",2014,339,318,"15.6","26.5","33.3","24.5","57.8","P.S. 175 The Lynn Gross Discovery School",731,1,"P.S. 175 The Lynn Gross Discovery School",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11374,40.730941,-73.853164,6,29,721,4051200,4021280014,"Forest Hills",NA,NA,NA,NA,1
"954","28Q182","P.S. 182 SAMANTHA SMITH",2014,523,292,"38.8","36.7","18.7","5.7","24.5","P.S. 182 Samantha Smith",951,1,"P.S. 182 Samantha Smith",0,0,2,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11432,40.70643,-73.803444,12,24,236,4594831,4097630023,"Briarwood-Jamaica Hills",NA,NA,NA,NA,2
"955","28Q190","J.H.S. 190 RUSSELL SAGE",2014,995,321,"18.2","31","22.6","28.2","50.9","J.H.S. 190 Russell Sage",1011,1,"J.H.S. 190 Russell Sage",0,3,4,1,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","QUEENS",11375,40.722707,-73.851699,6,29,71305,4075214,4031720002,"Forest Hills",NA,NA,NA,NA,8
"956","28Q196","P.S. 196 GRAND CENTRAL PARKWAY",2014,346,347,"3.8","11.8","28","56.4","84.4","P.S. 196 Grand Central Parkway",747,1,"P.S. 196 Grand Central Parkway",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11375,40.722782,-73.837946,6,29,75702,4052713,4022480100,"Forest Hills",NA,NA,NA,NA,0
"957","28Q206","P.S. 206 THE HORACE HARDING SCHOOL",2014,283,302,"35","31.8","20.8","12.4","33.2","P.S. 206 The Horace Harding School",604,1,"P.S. 206 The Horace Harding School",0,1,0,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11374,40.734642,-73.860737,6,29,71702,4050414,4020830123,"Rego Park",NA,NA,NA,NA,2
"958","28Q217","J.H.S. 217 ROBERT A. VAN WYCK",2014,1255,296,"37.9","35.7","17.5","8.9","26.4","J.H.S. 217 Robert A. Van Wyck",1631,1,"J.H.S. 217 Robert A. Van Wyck",2,7,4,4,2,"8C","1501-1750","0.81","3.95","6.51","2.3","1.78","QUEENS",11435,40.710024,-73.812508,8,24,232,4208124,4097240173,"Briarwood-Jamaica Hills",NA,NA,NA,NA,19
"959","28Q220","P.S. 220 EDWARD MANDEL",2014,321,310,"23.7","32.1","19.6","24.6","44.2","P.S. 220 Edward Mandel",689,1,"P.S. 220 Edward Mandel",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11375,40.736524,-73.851455,6,29,745,4051290,4021430001,"Forest Hills",NA,NA,NA,NA,0
"960","28Q284","YORK EARLY COLLEGE ACADEMY",2014,209,321,"15.8","28.7","29.7","25.8","55.5","York Early College Academy",592,3,"J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION",0,3,9,1,2,"4C","501-750","0.86","3.26","5.55","2.17","1.29","QUEENS",11433,40.69719,-73.787192,12,27,258,4216655,4101780001,"South Jamaica","7C","1251-1500",4216655,4101780001,15
"961","28Q287","THE EMERSON SCHOOL",2014,100,297,"29","48","13","10","23","The Emerson School",106,3,"J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION",0,3,9,1,2,"2C","1-250","0.86","3.26","5.55","2.17","1.29","QUEENS",11433,40.69719,-73.787192,12,27,258,4216655,4101780001,"South Jamaica","7C","1251-1500",4216655,4101780001,15
"962","28Q303","THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS",2014,32,342,"0","12.5","31.3","56.3","87.5","The Academy for Excellence through the Arts",203,1,"The Academy for Excellence through the Arts",0,1,0,1,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","QUEENS",11375,40.725098,-73.845091,6,29,739,4052265,4022180021,"Forest Hills",NA,NA,NA,NA,2
"963","28Q310","QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL",2014,237,301,"33.8","37.6","20.7","8","28.7","Queens Collegiate: A College Board School",647,7,"Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| Jamaica High School| Jamaica Evening High School M/| Jamaica Evening High School T/| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION",0,8,9,5,3,"4C","501-750","0.81","5.43","8.48","3.24","2.33","QUEENS",11432,40.713218,-73.797237,8,24,452,4448806,4098580100,"Briarwood-Jamaica Hills","9C","1751-2000",4448806,4098580100,25
"964","28Q354","PS 354",2014,149,291,"34.9","48.3","13.4","3.4","16.8","PS 354",440,2,"P.S. 030 Queens |  PS 354 |  126-10 BEDELL STREET CONSOLIDATED LOCATION",0,0,1,0,0,"3C","251-500","0.33","1.32","1.76","0.83","0.59","QUEENS",11434,40.68031,-73.774432,12,28,33402,4270045,4124950065,"Springfield Gardens North","4C","501-750",4270045,4124950065,1
"965","28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",2014,285,334,"5.3","20.7","38.2","35.8","74","Queens Gateway to Health Sciences Secondary School",811,1,"Queens Gateway to Health Sciences Secondary School",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","QUEENS",11432,40.718831,-73.806499,8,24,1267,4539721,4068580050,"Pomonok-Flushing Heights-Hillcrest",NA,NA,NA,NA,0
"966","28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",2014,189,308,"23.8","42.9","23.3","10.1","33.3","Young Women's Leadership School, Queens",554,1,"Young Women's Leadership School, Queens",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","QUEENS",11432,40.707527,-73.806412,8,24,236,4207510,4097070048,"Briarwood-Jamaica Hills",NA,NA,NA,NA,1
"967","29Q015","P.S. 015 JACKIE ROBINSON",2014,215,302,"29.8","33","25.1","12.1","37.2","P.S. 015 Jackie Robinson",460,1,"P.S. 015 Jackie Robinson",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","QUEENS",11413,40.68588,-73.757319,12,27,376,4273142,4126720001,"St. Albans",NA,NA,NA,NA,0
